STATE,COUNTY,STATE_NAME,mean_missingness,tract_count
56,45,Wyoming,1.0,2
29,59,Missouri,1.0,3
48,501,Texas,1.0,2
31,91,Nebraska,1.0,1
31,115,Nebraska,1.0,1
31,121,Nebraska,1.0,3
32,11,Nevada,1.0,1
32,15,Nevada,1.0,1
48,447,Texas,1.0,1
48,443,Texas,1.0,1
48,435,Texas,1.0,1
48,433,Texas,1.0,1
48,431,Texas,1.0,1
48,413,Texas,1.0,1
35,3,New Mexico,1.0,1
35,21,New Mexico,1.0,1
48,393,Texas,1.0,1
48,383,Texas,1.0,1
48,359,Texas,1.0,1
48,345,Texas,1.0,1
48,335,Texas,1.0,2
31,77,Nebraska,1.0,1
31,75,Nebraska,1.0,1
49,9,Utah,1.0,1
30,69,Montana,1.0,1
30,25,Montana,1.0,1
30,33,Montana,1.0,1
30,37,Montana,1.0,1
30,39,Montana,1.0,1
30,51,Montana,1.0,1
30,55,Montana,1.0,1
51,45,Virginia,1.0,1
30,59,Montana,1.0,1
30,79,Montana,1.0,1
31,15,Nebraska,1.0,1
30,97,Montana,1.0,1
30,103,Montana,1.0,1
30,107,Montana,1.0,1
30,109,Montana,1.0,1
31,5,Nebraska,1.0,1
31,9,Nebraska,1.0,1
31,11,Nebraska,1.0,2
49,25,Utah,1.0,2
38,7,North Dakota,1.0,1
38,11,North Dakota,1.0,2
38,23,North Dakota,1.0,1
46,17,South Dakota,1.0,1
48,169,Texas,1.0,1
48,155,Texas,1.0,1
40,129,Oklahoma,1.0,1
48,137,Texas,1.0,1
48,109,Texas,1.0,1
48,105,Texas,1.0,1
13,165,Georgia,1.0,2
48,87,Texas,1.0,1
48,45,Texas,1.0,1
40,55,Oklahoma,1.0,2
48,33,Texas,1.0,1
46,69,South Dakota,1.0,1
48,17,Texas,1.0,1
48,11,Texas,1.0,1
13,101,Georgia,1.0,2
46,75,South Dakota,1.0,1
46,95,South Dakota,1.0,1
13,61,Georgia,1.0,1
48,173,Texas,1.0,1
48,191,Texas,1.0,1
8,33,Colorado,1.0,1
38,83,North Dakota,1.0,1
48,311,Texas,1.0,1
48,301,Texas,1.0,1
38,53,North Dakota,1.0,4
38,65,North Dakota,1.0,1
16,81,Idaho,1.0,1
48,283,Texas,1.0,1
38,81,North Dakota,1.0,2
16,41,Idaho,1.0,2
48,269,Texas,1.0,1
48,197,Texas,1.0,1
16,37,Idaho,1.0,1
16,25,Idaho,1.0,1
38,91,North Dakota,1.0,1
8,111,Colorado,1.0,1
48,243,Texas,1.0,1
48,235,Texas,1.0,1
48,229,Texas,1.0,1
13,309,Georgia,1.0,2
30,19,Montana,1.0,1
31,171,Nebraska,1.0,1
2,158,Alaska,1.0,1
56,19,Wyoming,1.0,2
54,13,West Virginia,1.0,2
56,39,Wyoming,1.0,4
56,11,Wyoming,1.0,2
28,55,Mississippi,1.0,1
20,33,Kansas,1.0,1
20,101,Kansas,1.0,1
53,23,Washington,1.0,1
28,15,Mississippi,1.0,2
20,195,Kansas,1.0,1
20,199,Kansas,1.0,1
20,135,Kansas,1.0,2
56,27,Wyoming,1.0,1
20,203,Kansas,1.0,1
20,63,Kansas,1.0,2
2,68,Alaska,1.0,1
20,109,Kansas,1.0,1
37,185,North Carolina,0.83,6
56,43,Wyoming,0.83,3
37,117,North Carolina,0.83,6
1,35,Alabama,0.8,5
22,37,Louisiana,0.8,5
1,23,Alabama,0.75,4
51,51,Virginia,0.75,4
35,51,New Mexico,0.75,4
13,193,Georgia,0.75,4
48,415,Texas,0.75,4
48,425,Texas,0.75,2
20,5,Kansas,0.75,4
56,31,Wyoming,0.75,2
20,67,Kansas,0.75,2
31,161,Nebraska,0.75,2
49,1,Utah,0.75,2
48,377,Texas,0.75,2
12,7,Florida,0.75,4
48,507,Texas,0.75,4
46,71,South Dakota,0.75,2
38,97,North Dakota,0.75,4
30,27,Montana,0.75,2
13,7,Georgia,0.75,2
28,125,Mississippi,0.75,2
46,101,South Dakota,0.75,2
8,97,Colorado,0.75,4
18,131,Indiana,0.75,4
38,3,North Dakota,0.75,4
20,179,Kansas,0.75,2
56,35,Wyoming,0.75,2
8,7,Colorado,0.75,4
37,95,North Carolina,0.7,3
38,67,North Dakota,0.7,5
48,53,Texas,0.69,8
1,63,Alabama,0.67,3
21,41,Kentucky,0.67,3
12,47,Florida,0.67,3
42,53,Pennsylvania,0.67,3
48,107,Texas,0.67,3
8,65,Colorado,0.67,2
48,475,Texas,0.67,3
37,103,North Carolina,0.67,3
16,85,Idaho,0.67,3
56,3,Wyoming,0.67,3
48,445,Texas,0.67,3
38,61,North Dakota,0.67,3
6,51,California,0.67,3
38,21,North Dakota,0.67,3
48,323,Texas,0.67,9
48,403,Texas,0.67,3
40,93,Oklahoma,0.67,3
48,165,Texas,0.67,3
26,83,Michigan,0.67,3
48,193,Texas,0.67,3
28,119,Mississippi,0.67,3
48,505,Texas,0.67,3
29,41,Missouri,0.67,3
48,59,Texas,0.67,3
46,27,South Dakota,0.67,3
21,191,Kentucky,0.67,3
4,11,Arizona,0.67,3
30,95,Montana,0.67,3
21,131,Kentucky,0.67,3
48,77,Texas,0.67,3
29,155,Missouri,0.67,6
51,105,Virginia,0.67,6
2,261,Alaska,0.67,3
5,105,Arkansas,0.67,3
46,102,South Dakota,0.67,3
13,79,Georgia,0.67,3
13,141,Georgia,0.67,2
30,57,Montana,0.67,3
5,123,Arkansas,0.67,6
51,127,Virginia,0.67,3
5,137,Arkansas,0.67,3
5,129,Arkansas,0.67,3
15,5,Hawaii,0.64,2
22,39,Louisiana,0.62,8
13,315,Georgia,0.62,4
5,77,Arkansas,0.62,4
12,67,Florida,0.62,2
35,28,New Mexico,0.62,4
48,399,Texas,0.62,4
28,73,Mississippi,0.62,8
21,231,Kentucky,0.6,5
56,29,Wyoming,0.6,5
40,63,Oklahoma,0.6,5
13,147,Georgia,0.6,5
37,107,North Carolina,0.6,15
8,67,Colorado,0.6,10
8,117,Colorado,0.6,5
20,59,Kansas,0.6,5
51,600,Virginia,0.6,5
27,55,Minnesota,0.6,5
51,137,Virginia,0.6,5
51,61,Virginia,0.59,17
48,261,Texas,0.59,2
28,93,Mississippi,0.58,6
19,167,Iowa,0.57,7
51,167,Virginia,0.57,7
18,75,Indiana,0.57,7
48,249,Texas,0.57,7
22,35,Louisiana,0.56,3
27,141,Minnesota,0.55,11
48,389,Texas,0.53,5
16,9,Idaho,0.5,2
41,23,Oregon,0.5,2
13,207,Georgia,0.5,5
47,87,Tennessee,0.5,4
13,197,Georgia,0.5,2
13,155,Georgia,0.5,2
46,121,South Dakota,0.5,2
13,65,Georgia,0.5,2
21,139,Kentucky,0.5,2
21,197,Kentucky,0.5,2
41,25,Oregon,0.5,2
41,49,Oregon,0.5,2
21,77,Kentucky,0.5,2
13,49,Georgia,0.5,2
47,61,Tennessee,0.5,4
13,307,Georgia,0.5,2
38,103,North Dakota,0.5,2
16,3,Idaho,0.5,2
47,67,Tennessee,0.5,2
13,181,Georgia,0.5,2
21,63,Kentucky,0.5,2
21,237,Kentucky,0.5,2
13,301,Georgia,0.5,2
21,169,Kentucky,0.5,3
40,73,Oklahoma,0.5,4
21,69,Kentucky,0.5,4
13,259,Georgia,0.5,2
13,237,Georgia,0.5,5
46,45,South Dakota,0.5,2
40,103,Oklahoma,0.5,4
40,105,Oklahoma,0.5,4
46,47,South Dakota,0.5,2
46,11,South Dakota,0.5,6
46,57,South Dakota,0.5,2
21,225,Kentucky,0.5,4
40,9,Oklahoma,0.5,4
46,59,South Dakota,0.5,2
21,165,Kentucky,0.5,2
13,287,Georgia,0.5,2
13,289,Georgia,0.5,2
46,7,South Dakota,0.5,2
40,151,Oklahoma,0.5,3
21,153,Kentucky,0.5,4
41,1,Oregon,0.5,6
40,25,Oklahoma,0.5,2
46,33,South Dakota,0.5,2
40,59,Oklahoma,0.5,2
37,187,North Carolina,0.5,3
16,21,Idaho,0.5,2
19,177,Iowa,0.5,2
19,143,Iowa,0.5,2
28,69,Mississippi,0.5,2
19,149,Iowa,0.5,6
30,61,Montana,0.5,2
19,165,Iowa,0.5,4
30,73,Montana,0.5,2
30,83,Montana,0.5,4
28,41,Mississippi,0.5,2
19,175,Iowa,0.5,4
20,7,Kansas,0.5,2
22,43,Louisiana,0.5,5
27,143,Minnesota,0.5,4
31,23,Nebraska,0.5,3
31,37,Nebraska,0.5,3
18,31,Indiana,0.5,6
31,59,Nebraska,0.5,2
20,39,Kansas,0.5,2
27,125,Minnesota,0.5,2
31,93,Nebraska,0.5,2
31,97,Nebraska,0.5,2
19,117,Iowa,0.5,4
18,115,Indiana,0.5,2
18,123,Indiana,0.5,5
18,125,Indiana,0.5,4
19,81,Iowa,0.5,4
28,135,Mississippi,0.5,4
28,141,Mississippi,0.5,4
19,55,Iowa,0.5,4
28,147,Mississippi,0.5,3
28,157,Mississippi,0.5,2
19,39,Iowa,0.5,3
29,5,Missouri,0.5,2
29,49,Missouri,0.5,4
29,93,Missouri,0.5,4
29,129,Missouri,0.5,2
19,3,Iowa,0.5,2
29,153,Missouri,0.5,2
18,171,Indiana,0.5,2
29,171,Missouri,0.5,2
29,199,Missouri,0.5,2
18,161,Indiana,0.5,2
30,7,Montana,0.5,2
30,17,Montana,0.5,6
31,111,Nebraska,0.5,8
31,139,Nebraska,0.5,2
31,143,Nebraska,0.5,2
20,143,Kansas,0.5,2
38,19,North Dakota,0.5,2
38,41,North Dakota,0.5,2
20,181,Kansas,0.5,2
20,183,Kansas,0.5,2
38,45,North Dakota,0.5,2
17,13,Illinois,0.5,2
20,185,Kansas,0.5,2
20,189,Kansas,0.5,2
17,3,Illinois,0.5,4
16,77,Idaho,0.5,2
16,75,Idaho,0.5,4
38,69,North Dakota,0.5,2
16,59,Idaho,0.5,3
20,207,Kansas,0.5,2
16,47,Idaho,0.5,2
22,81,Louisiana,0.5,2
21,5,Kentucky,0.5,5
22,77,Louisiana,0.5,6
16,35,Idaho,0.5,2
20,145,Kansas,0.5,2
17,59,Illinois,0.5,2
31,159,Nebraska,0.5,4
17,69,Illinois,0.5,2
47,127,Tennessee,0.5,2
20,69,Kansas,0.5,2
32,17,Nevada,0.5,2
20,87,Kansas,0.5,4
17,153,Illinois,0.5,2
20,107,Kansas,0.5,2
17,151,Illinois,0.5,2
32,21,Nevada,0.5,2
32,33,Nevada,0.5,3
20,119,Kansas,0.5,2
35,23,New Mexico,0.5,2
20,123,Kansas,0.5,2
26,95,Michigan,0.5,4
37,15,North Carolina,0.5,4
37,29,North Carolina,0.5,2
37,33,North Carolina,0.5,6
17,83,Illinois,0.5,6
37,43,North Carolina,0.5,2
20,127,Kansas,0.5,2
13,37,Georgia,0.5,2
40,95,Oklahoma,0.5,4
49,29,Utah,0.5,2
8,55,Colorado,0.5,2
8,81,Colorado,0.5,4
8,73,Colorado,0.5,2
54,21,West Virginia,0.5,2
48,287,Texas,0.5,4
1,105,Alabama,0.5,3
54,17,West Virginia,0.5,2
48,295,Texas,0.5,2
48,379,Texas,0.5,2
53,43,Washington,0.5,4
48,317,Texas,0.5,2
48,319,Texas,0.5,2
53,19,Washington,0.5,3
48,333,Texas,0.5,2
2,16,Alaska,0.5,2
48,267,Texas,0.5,2
8,95,Colorado,0.5,2
8,103,Colorado,0.5,2
8,109,Colorado,0.5,2
8,113,Colorado,0.5,4
48,247,Texas,0.5,2
48,207,Texas,0.5,2
1,85,Alabama,0.5,4
54,63,West Virginia,0.5,3
48,195,Texas,0.5,2
54,65,West Virginia,0.5,4
54,87,West Virginia,0.5,4
54,91,West Virginia,0.5,4
48,175,Texas,0.5,2
54,105,West Virginia,0.5,2
55,78,Wisconsin,0.5,2
48,151,Texas,0.5,2
2,70,Alaska,0.5,2
51,640,Virginia,0.5,2
48,119,Texas,0.5,2
51,71,Virginia,0.5,4
50,13,Vermont,0.5,2
51,157,Virginia,0.5,2
5,73,Arkansas,0.5,2
51,49,Virginia,0.5,2
51,145,Virginia,0.5,5
51,65,Virginia,0.5,4
5,49,Arkansas,0.5,2
2,105,Alaska,0.5,2
5,39,Arkansas,0.5,3
51,125,Virginia,0.5,3
51,113,Virginia,0.5,2
51,97,Virginia,0.5,2
5,11,Arkansas,0.5,5
5,25,Arkansas,0.5,2
49,51,Utah,0.5,4
5,95,Arkansas,0.5,3
5,101,Arkansas,0.5,2
49,23,Utah,0.5,2
49,17,Utah,0.5,2
48,503,Texas,0.5,4
48,495,Texas,0.5,3
48,487,Texas,0.5,4
2,240,Alaska,0.5,2
48,461,Texas,0.5,2
48,455,Texas,0.5,5
51,580,Virginia,0.5,2
2,188,Alaska,0.5,2
48,411,Texas,0.5,2
51,595,Virginia,0.5,2
51,610,Virginia,0.5,3
51,620,Virginia,0.5,2
48,145,Texas,0.5,6
48,299,Texas,0.5,6
48,75,Texas,0.5,2
56,17,Wyoming,0.5,2
1,29,Alabama,0.5,4
47,171,Tennessee,0.5,4
1,11,Alabama,0.5,3
13,19,Georgia,0.5,6
56,33,Wyoming,0.5,6
47,175,Tennessee,0.5,2
56,37,Wyoming,0.5,12
48,89,Texas,0.5,5
48,31,Texas,0.5,2
1,27,Alabama,0.5,4
1,37,Alabama,0.5,3
48,47,Texas,0.5,2
48,111,Texas,0.5,2
56,15,Wyoming,0.5,4
48,65,Texas,0.5,2
48,81,Texas,0.5,2
56,5,Wyoming,0.5,7
47,169,Tennessee,0.5,2
48,117,Texas,0.5,4
51,165,Virginia,0.47,19
51,195,Virginia,0.46,11
48,397,Texas,0.46,11
21,221,Kentucky,0.45,5
13,191,Georgia,0.44,5
21,159,Kentucky,0.44,3
40,135,Oklahoma,0.44,9
39,75,Ohio,0.44,8
12,39,Florida,0.44,9
5,1,Arkansas,0.44,8
48,331,Texas,0.43,7
6,63,California,0.43,7
18,129,Indiana,0.43,7
47,133,Tennessee,0.43,7
38,105,North Dakota,0.43,7
16,57,Idaho,0.43,7
51,81,Virginia,0.43,3
32,7,Nevada,0.43,14
48,135,Texas,0.43,28
1,133,Alabama,0.43,7
30,101,Montana,0.43,3
48,459,Texas,0.43,7
18,179,Indiana,0.43,7
18,79,Indiana,0.42,6
21,147,Kentucky,0.42,4
47,161,Tennessee,0.42,5
48,365,Texas,0.42,6
48,351,Texas,0.42,4
20,55,Kansas,0.42,12
48,405,Texas,0.42,3
22,41,Louisiana,0.42,6
18,61,Indiana,0.42,6
38,99,North Dakota,0.42,6
48,315,Texas,0.42,4
17,33,Illinois,0.42,6
42,87,Pennsylvania,0.42,12
13,291,Georgia,0.42,6
13,169,Georgia,0.42,6
22,107,Louisiana,0.42,3
30,87,Montana,0.42,4
6,103,California,0.41,11
18,173,Indiana,0.41,11
8,15,Colorado,0.4,5
54,27,West Virginia,0.4,5
13,27,Georgia,0.4,5
19,79,Iowa,0.4,5
48,361,Texas,0.4,21
21,119,Kentucky,0.4,5
51,840,Virginia,0.4,5
46,81,South Dakota,0.4,5
51,820,Virginia,0.4,5
51,775,Virginia,0.4,5
20,1,Kansas,0.4,5
13,119,Georgia,0.4,5
17,61,Illinois,0.4,5
19,87,Iowa,0.4,5
19,129,Iowa,0.4,5
27,161,Minnesota,0.4,5
28,127,Mississippi,0.4,5
17,39,Illinois,0.4,5
20,11,Kansas,0.4,5
16,53,Idaho,0.4,5
13,77,Georgia,0.4,20
21,103,Kentucky,0.4,5
5,41,Arkansas,0.4,5
31,177,Nebraska,0.4,5
28,43,Mississippi,0.4,5
18,147,Indiana,0.4,5
13,17,Georgia,0.4,5
29,219,Missouri,0.4,5
28,159,Mississippi,0.4,5
19,157,Iowa,0.4,5
55,11,Wisconsin,0.4,5
16,49,Idaho,0.4,5
51,99,Virginia,0.4,5
47,91,Tennessee,0.4,5
48,463,Texas,0.4,5
21,31,Kentucky,0.4,5
12,41,Florida,0.4,5
51,570,Virginia,0.4,5
13,205,Georgia,0.4,5
5,15,Arkansas,0.4,5
22,29,Louisiana,0.4,5
22,27,Louisiana,0.4,5
18,47,Indiana,0.4,5
22,3,Louisiana,0.4,5
28,137,Mississippi,0.4,5
48,281,Texas,0.4,5
5,67,Arkansas,0.4,5
54,43,West Virginia,0.4,5
48,221,Texas,0.4,10
21,97,Kentucky,0.4,5
45,49,South Carolina,0.4,5
48,279,Texas,0.4,5
8,99,Colorado,0.4,5
28,39,Mississippi,0.4,5
51,139,Virginia,0.4,5
18,113,Indiana,0.4,10
22,23,Louisiana,0.39,3
2,185,Alaska,0.39,3
21,177,Kentucky,0.39,9
35,29,New Mexico,0.39,6
18,9,Indiana,0.38,4
5,145,Arkansas,0.38,13
31,43,Nebraska,0.38,4
48,371,Texas,0.38,4
19,137,Iowa,0.38,4
19,161,Iowa,0.38,4
36,41,New York,0.38,4
33,5,New Hampshire,0.38,16
46,109,South Dakota,0.38,4
4,7,Arizona,0.38,16
21,213,Kentucky,0.38,4
51,23,Virginia,0.38,8
21,215,Kentucky,0.38,4
18,109,Indiana,0.38,13
41,13,Oregon,0.38,4
48,115,Texas,0.38,4
21,135,Kentucky,0.38,4
22,67,Louisiana,0.38,8
29,223,Missouri,0.38,4
20,205,Kansas,0.38,4
30,5,Montana,0.38,4
48,93,Texas,0.38,4
13,163,Georgia,0.38,4
12,3,Florida,0.38,4
28,153,Mississippi,0.38,4
54,47,West Virginia,0.38,8
13,317,Georgia,0.38,4
21,219,Kentucky,0.38,4
48,241,Texas,0.38,8
38,89,North Dakota,0.38,8
18,87,Indiana,0.38,8
8,13,Colorado,0.38,68
53,37,Washington,0.38,8
18,73,Indiana,0.38,8
21,121,Kentucky,0.38,8
5,17,Arkansas,0.38,4
48,49,Texas,0.38,12
21,123,Kentucky,0.38,4
27,23,Minnesota,0.38,4
1,99,Alabama,0.38,7
5,79,Arkansas,0.38,4
13,53,Georgia,0.38,5
48,277,Texas,0.38,12
15,1,Hawaii,0.37,50
29,51,Missouri,0.37,15
22,9,Louisiana,0.37,9
48,481,Texas,0.36,11
18,15,Indiana,0.36,7
28,143,Mississippi,0.36,3
51,115,Virginia,0.36,3
51,69,Virginia,0.36,14
18,183,Indiana,0.36,7
18,1,Indiana,0.36,7
13,183,Georgia,0.36,3
39,3,Ohio,0.36,33
48,179,Texas,0.36,7
55,109,Wisconsin,0.36,14
22,99,Louisiana,0.36,11
6,33,California,0.36,15
12,37,Florida,0.36,6
55,15,Wisconsin,0.36,11
48,161,Texas,0.36,7
8,45,Colorado,0.36,11
22,53,Louisiana,0.36,7
39,5,Ohio,0.36,11
39,11,Ohio,0.36,11
27,31,Minnesota,0.36,3
28,71,Mississippi,0.35,10
51,1,Virginia,0.35,12
48,71,Texas,0.34,7
51,133,Virginia,0.34,4
22,123,Louisiana,0.33,3
20,157,Kansas,0.33,3
19,53,Iowa,0.33,3
51,197,Virginia,0.33,6
22,125,Louisiana,0.33,3
21,129,Kentucky,0.33,3
20,151,Kansas,0.33,3
22,93,Louisiana,0.33,7
22,21,Louisiana,0.33,3
20,147,Kansas,0.33,3
22,25,Louisiana,0.33,3
55,113,Wisconsin,0.33,6
54,85,West Virginia,0.33,3
28,155,Mississippi,0.33,3
21,33,Kentucky,0.33,3
1,5,Alabama,0.33,9
29,45,Missouri,0.33,3
21,23,Kentucky,0.33,3
22,59,Louisiana,0.33,3
21,11,Kentucky,0.33,3
29,39,Missouri,0.33,3
29,33,Missouri,0.33,3
21,7,Kentucky,0.33,3
28,163,Mississippi,0.33,6
5,5,Arkansas,0.33,9
54,101,West Virginia,0.33,3
21,3,Kentucky,0.33,6
22,83,Louisiana,0.33,6
54,95,West Virginia,0.33,3
28,131,Mississippi,0.33,3
56,41,Wyoming,0.33,3
21,155,Kentucky,0.33,6
54,35,West Virginia,0.33,6
19,71,Iowa,0.33,3
28,77,Mississippi,0.33,3
4,9,Arizona,0.33,9
28,91,Mississippi,0.33,6
19,115,Iowa,0.33,3
21,113,Kentucky,0.33,9
27,159,Minnesota,0.33,3
21,91,Kentucky,0.33,3
28,85,Mississippi,0.33,6
28,5,Mississippi,0.33,3
28,19,Mississippi,0.33,3
21,39,Kentucky,0.33,3
19,185,Iowa,0.33,3
28,29,Mississippi,0.33,6
21,109,Kentucky,0.33,3
19,135,Iowa,0.33,3
1,21,Alabama,0.33,9
19,171,Iowa,0.33,6
19,151,Iowa,0.33,3
28,65,Mississippi,0.33,3
28,97,Mississippi,0.33,3
20,21,Kansas,0.33,6
28,129,Mississippi,0.33,3
27,91,Minnesota,0.33,6
1,91,Alabama,0.33,6
21,157,Kentucky,0.33,6
26,13,Michigan,0.33,3
20,131,Kansas,0.33,3
54,23,West Virginia,0.33,3
54,15,West Virginia,0.33,3
27,43,Minnesota,0.33,6
20,95,Kansas,0.33,3
19,89,Iowa,0.33,3
28,103,Mississippi,0.33,3
20,73,Kansas,0.33,3
27,101,Minnesota,0.33,3
51,750,Virginia,0.33,3
27,107,Minnesota,0.33,3
20,43,Kansas,0.33,3
27,133,Minnesota,0.33,3
19,101,Iowa,0.33,4
21,83,Kentucky,0.33,9
29,67,Missouri,0.33,3
13,23,Georgia,0.33,3
29,125,Missouri,0.33,3
38,77,North Dakota,0.33,6
8,105,Colorado,0.33,3
48,259,Texas,0.33,6
48,239,Texas,0.33,3
39,121,Ohio,0.33,3
39,131,Ohio,0.33,6
39,163,Ohio,0.33,3
40,3,Oklahoma,0.33,3
40,7,Oklahoma,0.33,3
13,281,Georgia,0.33,3
13,279,Georgia,0.33,6
40,43,Oklahoma,0.33,3
48,177,Texas,0.33,6
13,271,Georgia,0.33,3
12,13,Florida,0.33,3
40,67,Oklahoma,0.33,3
13,255,Georgia,0.33,12
13,253,Georgia,0.33,3
16,43,Idaho,0.33,3
8,75,Colorado,0.33,6
37,99,North Carolina,0.33,9
16,61,Idaho,0.33,3
48,343,Texas,0.33,3
37,113,North Carolina,0.33,9
37,115,North Carolina,0.33,6
17,47,Illinois,0.33,3
48,337,Texas,0.33,6
37,123,North Carolina,0.33,6
8,19,Colorado,0.33,3
48,305,Texas,0.33,3
38,57,North Dakota,0.33,3
8,49,Colorado,0.33,3
19,9,Iowa,0.33,3
16,87,Idaho,0.33,3
8,63,Colorado,0.33,3
48,289,Texas,0.33,3
16,73,Idaho,0.33,3
38,71,North Dakota,0.33,3
38,73,North Dakota,0.33,3
40,87,Oklahoma,0.33,6
40,91,Oklahoma,0.33,6
48,163,Texas,0.33,3
13,235,Georgia,0.33,3
48,3,Texas,0.33,4
13,93,Georgia,0.33,3
47,177,Tennessee,0.33,9
13,85,Georgia,0.33,3
46,115,South Dakota,0.33,3
46,127,South Dakota,0.33,3
47,7,Tennessee,0.33,3
47,15,Tennessee,0.33,3
47,21,Tennessee,0.33,9
13,5,Georgia,0.33,3
47,143,Tennessee,0.33,6
47,75,Tennessee,0.33,6
47,77,Tennessee,0.33,6
47,83,Tennessee,0.33,3
13,43,Georgia,0.33,3
13,33,Georgia,0.33,6
47,117,Tennessee,0.33,6
48,9,Texas,0.33,3
48,25,Texas,0.33,7
13,109,Georgia,0.33,3
13,167,Georgia,0.33,3
40,99,Oklahoma,0.33,3
13,227,Georgia,0.33,6
48,159,Texas,0.33,3
13,209,Georgia,0.33,3
13,201,Georgia,0.33,3
41,3,Oregon,0.33,18
48,131,Texas,0.33,3
45,5,South Carolina,0.33,3
48,43,Texas,0.33,3
45,33,South Carolina,0.33,6
13,149,Georgia,0.33,3
48,83,Texas,0.33,3
45,65,South Carolina,0.33,3
46,23,South Dakota,0.33,3
48,63,Texas,0.33,3
46,37,South Dakota,0.33,3
6,105,California,0.33,5
21,143,Kentucky,0.33,3
6,5,California,0.33,9
48,429,Texas,0.33,3
18,117,Indiana,0.33,6
30,99,Montana,0.33,3
5,61,Arkansas,0.33,3
17,169,Illinois,0.33,3
31,147,Nebraska,0.33,3
6,21,California,0.33,6
51,57,Virginia,0.33,3
30,41,Montana,0.33,6
30,43,Montana,0.33,3
31,137,Nebraska,0.33,3
51,43,Virginia,0.33,3
31,119,Nebraska,0.33,9
48,477,Texas,0.33,6
31,101,Nebraska,0.33,3
31,95,Nebraska,0.33,3
5,127,Arkansas,0.33,3
18,25,Indiana,0.33,3
31,53,Nebraska,0.33,9
49,15,Utah,0.33,3
31,39,Nebraska,0.33,3
5,113,Arkansas,0.33,6
31,13,Nebraska,0.33,3
5,109,Arkansas,0.33,3
51,11,Virginia,0.33,3
5,107,Arkansas,0.33,6
31,3,Nebraska,0.33,3
30,89,Montana,0.33,3
5,99,Arkansas,0.33,3
5,97,Arkansas,0.33,3
48,437,Texas,0.33,3
51,63,Virginia,0.33,3
48,419,Texas,0.33,6
29,217,Missouri,0.33,6
48,357,Texas,0.33,3
37,75,North Carolina,0.33,3
37,73,North Carolina,0.33,3
17,85,Illinois,0.33,6
51,111,Virginia,0.33,3
37,41,North Carolina,0.33,3
29,149,Missouri,0.33,3
51,83,Virginia,0.33,9
37,17,North Carolina,0.33,6
37,9,North Carolina,0.33,6
37,7,North Carolina,0.33,6
37,5,North Carolina,0.33,3
29,211,Missouri,0.33,3
5,37,Arkansas,0.33,6
29,209,Missouri,0.33,6
18,155,Indiana,0.33,3
30,23,Montana,0.33,3
17,133,Illinois,0.33,6
51,79,Virginia,0.33,3
30,21,Montana,0.33,3
35,37,New Mexico,0.33,3
17,129,Illinois,0.33,3
18,151,Indiana,0.33,9
22,95,Louisiana,0.32,11
51,735,Virginia,0.32,4
39,91,Ohio,0.32,11
21,95,Kentucky,0.32,11
22,119,Louisiana,0.32,11
51,95,Virginia,0.32,11
12,29,Florida,0.32,4
8,39,Colorado,0.32,7
48,199,Texas,0.32,11
54,99,West Virginia,0.32,11
51,510,Virginia,0.32,38
13,151,Georgia,0.32,25
21,61,Kentucky,0.31,4
45,67,South Carolina,0.31,8
5,85,Arkansas,0.31,16
51,73,Virginia,0.31,8
48,13,Texas,0.31,8
18,135,Indiana,0.31,8
54,5,West Virginia,0.31,8
51,161,Virginia,0.31,18
48,449,Texas,0.31,8
37,37,North Carolina,0.31,13
37,97,North Carolina,0.31,44
28,109,Mississippi,0.31,9
48,325,Texas,0.31,8
48,409,Texas,0.31,16
48,181,Texas,0.31,26
20,121,Kansas,0.31,8
48,293,Texas,0.31,8
47,5,Tennessee,0.3,5
35,53,New Mexico,0.3,6
26,131,Michigan,0.3,4
26,135,Michigan,0.3,5
47,139,Tennessee,0.3,5
27,5,Minnesota,0.3,10
36,123,New York,0.3,5
48,373,Texas,0.3,10
47,85,Tennessee,0.3,5
51,103,Virginia,0.3,4
51,690,Virginia,0.3,5
30,9,Montana,0.3,5
48,1,Texas,0.3,11
48,395,Texas,0.3,5
35,27,New Mexico,0.3,5
35,25,New Mexico,0.3,18
26,11,Michigan,0.3,7
39,67,Ohio,0.3,5
48,457,Texas,0.3,5
48,227,Texas,0.3,10
28,57,Mississippi,0.3,5
48,51,Texas,0.3,5
40,39,Oklahoma,0.3,5
48,467,Texas,0.3,10
56,7,Wyoming,0.3,5
48,171,Texas,0.3,5
40,111,Oklahoma,0.3,10
40,153,Oklahoma,0.3,5
27,117,Minnesota,0.3,5
29,141,Missouri,0.3,5
5,57,Arkansas,0.3,5
16,67,Idaho,0.3,5
21,71,Kentucky,0.3,10
1,107,Alabama,0.3,5
19,7,Iowa,0.3,5
8,85,Colorado,0.3,10
16,39,Idaho,0.3,5
21,99,Kentucky,0.3,5
5,141,Arkansas,0.3,5
17,63,Illinois,0.3,10
19,49,Iowa,0.3,15
18,139,Indiana,0.3,5
20,175,Kansas,0.3,5
18,143,Indiana,0.3,5
21,127,Kentucky,0.3,5
5,43,Arkansas,0.3,5
2,90,Alaska,0.3,19
19,197,Iowa,0.3,5
13,211,Georgia,0.3,5
19,105,Iowa,0.3,5
18,99,Indiana,0.29,12
18,77,Indiana,0.29,7
54,83,West Virginia,0.29,7
37,3,North Carolina,0.29,7
1,65,Alabama,0.29,6
